Ontology ID	LABEL	Entity type	SubClass Of [NAMED]	alternative term	definition	definition source	Reference web link (top ability)	term editor	desposition	role	SubProperty Of
OCCO:15124400	network or computer systems administrator	Class	database or network administrator or architect	Network and Computer Systems Administrators	"Install, configure, and maintain an organization's local area network (LAN), wide area network (WAN), data communications network, operating systems, and physical and virtual servers. Perform system monitoring and verify the integrity and availability of hardware, network, and server resources and systems. Review system and application logs and verify completion of scheduled jobs, including system backups. Analyze network and server resource consumption and control user access. Install and upgrade software and maintain software licenses. May assist in network modeling, analysis, planning, and coordination between network and data communications hardware and software."		https://www.bls.gov/oes/current/oes151244.htm	Sam Smith|Oliver He			
OCCO:15125100	computer programmer	Class	"software or web developer, programmer, or tester"	Computer Programmers	"Create, modify, and test the code and scripts that allow computer applications to run. Work from specifications drawn up by software and web developers or other individuals. May develop and write computer programs to store, locate, and retrieve specific documents, data, and information."		https://www.bls.gov/oes/current/oes151251.htm	Sam Smith|Oliver He			
OCCO:15125400	web developer	Class	"software or web developer, programmer, or tester"	Web Developers	"Develop and implement websites, web applications, application databases, and interactive web interfaces. Evaluate code to ensure that it is properly structured, meets industry standards, and is compatible with browsers and devices. Optimize website performance, scalability, and server-side code and processes. May develop website infrastructure and integrate websites with other computer applications."		https://www.bls.gov/oes/current/oes151254.htm	Sam Smith|Oliver He			
OCCO:15125501	video game designer	Class	"software or web developer, programmer, or tester"	Video Game Designers	"Design core features of video games. Specify innovative game and role-play mechanics, story lines, and character biographies. Create and maintain design documentation. Guide and collaborate with production staff to produce games as designed."		https://www.bls.gov/oes/current/oes151255.htm	Sam Smith|Oliver He			
OCCO:15129901	web administrator	Class	miscellaneous computer occupation	Web Administrators	"Manage web environment design, deployment, development and maintenance activities. Perform testing and quality assurance of web sites and web applications."		https://www.bls.gov/oes/current/oes151299.htm	Sam Smith|Oliver He			
OCCO:15129903	document management specialist	Class	miscellaneous computer occupation	Document Management Specialists	"Implement and administer enterprise-wide document management systems and related procedures that allow organizations to capture, store, retrieve, share, and destroy electronic records and documents."		https://www.bls.gov/oes/current/oes151299.htm	Sam Smith|Oliver He			
OCCO:15129908	computer systems engineer/architect	Class	miscellaneous computer occupation	Computer Systems Engineers/Architects	"Design and develop solutions to complex applications problems, system administration issues, or network concerns. Perform systems management and integration functions."		https://www.bls.gov/oes/current/oes151299.htm	Sam Smith|Oliver He			
OCCO:15129909	information technology project manager	Class	miscellaneous computer occupation	Information Technology Project Managers	"Plan, initiate, and manage information technology (IT) projects. Lead and guide the work of technical staff. Serve as liaison between business and technical aspects of projects. Plan project stages and assess business implications for each stage. Monitor progress to assure deadlines, standards, and cost targets are met."		https://www.bls.gov/oes/current/oes151299.htm	Sam Smith|Oliver He			
OCCO:15201100	actuary	Class	actuary (broad)	Actuaries	"Analyze statistical data, such as mortality, accident, sickness, disability, and retirement rates and construct probability tables to forecast risk and liability for payment of future benefits. May ascertain insurance rates required and cash reserves necessary to ensure payment of future benefits."		https://www.bls.gov/oes/current/oes152011.htm	Sam Smith|Oliver He			
OCCO:15202100	mathematician	Class	mathematician (broad)	Mathematicians	"Conduct research in fundamental mathematics or in application of mathematical techniques to science, management, and other fields. Solve problems in various fields using mathematical methods."		https://www.bls.gov/oes/current/oes152021.htm	Sam Smith|Oliver He			
OCCO:15203100	operations research analyst	Class	operations research analyst (broad)	Operations Research Analysts	"Formulate and apply mathematical modeling and other optimizing methods to develop and interpret information that assists management with decisionmaking, policy formulation, or other managerial functions. May collect and analyze data and develop decision support software, services, or products. May develop and supply optimal time, cost, or logistics networks for program evaluation, review, or implementation."		https://www.bls.gov/oes/current/oes152031.htm	Sam Smith|Oliver He			
OCCO:15204100	statistician	Class	statistician (broad)	Statisticians	"Develop or apply mathematical or statistical theory and methods to collect, organize, interpret, and summarize numerical data to provide usable information. May specialize in fields such as biostatistics, agricultural statistics, business statistics, or economic statistics. Includes mathematical and survey statisticians."		https://www.bls.gov/oes/current/oes152041.htm	Sam Smith|Oliver He			
OCCO:15204101	biostatistician	Class	statistician (broad)	Biostatisticians	Develop and apply biostatistical theory and methods to the study of life sciences.		https://www.bls.gov/oes/current/oes152041.htm	Sam Smith|Oliver He			
OCCO:15205101	business intelligence analyst	Class	data scientist (broad)	Business Intelligence Analysts	Produce financial and market intelligence by querying data repositories and generating periodic reports. Devise methods for identifying data patterns and trends in available information sources.		https://www.bls.gov/oes/current/oes152051.htm	Sam Smith|Oliver He			
